cod_dep;nom_dep;cod_mun;nom_mun;poblacion
52;Nariño;52051;Arboleda;8418
54;Norte de Santander;54051;Arboledas;10194
05;Antioquia;05051;Arboletes;30984
15;Boyacá;15051;Arcabuco;6021
13;Bolívar;13042;Arenal;7890
05;Antioquia;05055;Argelia;7662
19;Cauca;19050;Argelia;26800
76;Valle del Cauca;76054;Argelia;5205
47;Magdalena;47058;Ariguaní;32281
13;Bolívar;13052;Arjona;74819
05;Antioquia;05059;Armenia;5153
63;Quindío;63001;Armenia;308463
73;Tolima;73055;Armero;12072
13;Bolívar;13062;Arroyohondo;8839
20;Cesar;20032;Astrea;21499
73;Tolima;73067;Ataco;19171
27;Chocó;27050;Atrato;6259
23;Córdoba;23068;Ayapel;47633
27;Chocó;27073;Bagadó;11355
27;Chocó;27075;Bahía Solano;10362
27;Chocó;27077;Bajo Baudó;30719
19;Cauca;19075;Balboa;21608
66;Risaralda;66075;Balboa;6346
08;Atlántico;08078;Baranoa;68264
41;Huila;41078;Baraya;8337
52;Nariño;52079;Barbacoas;56524
05;Antioquia;05079;Barbosa;55201
68;Santander;68077;Barbosa;33021
68;Santander;68079;Barichara;10935
50;Meta;50110;Barranca de Upía;6632
68;Santander;68081;Barrancabermeja;213061
44;La Guajira;44078;Barrancas;39221
13;Bolívar;13074;Barranco de Loba;15402
94;Guainía;94343;Barranco Minas;9104
08;Atlántico;08001;Barranquilla;1297082
20;Cesar;20045;Becerril;23793
17;Caldas;17088;Belalcázar;10741
15;Boyacá;15087;Belén;7585
52;Nariño;52083;Belén;6300
18;Caquetá;18094;Belén de Los Andaquíes;11297
66;Risaralda;66088;Belén de Umbría;24899
05;Antioquia;05088;Bello;560831
05;Antioquia;05086;Belmira;6211
25;Cundinamarca;25086;Beltrán;1960
15;Boyacá;15090;Berbeo;1593
05;Antioquia;05091;Betania;10444
15;Boyacá;15092;Betéitiva;1949
05;Antioquia;05093;Betulia;16143
68;Santander;68092;Betulia;6128
25;Cundinamarca;25095;Bituima;2670
15;Boyacá;15097;Boavita;4831
54;Norte de Santander;54099;Bochalema;8968
11;Bogotá, D.C.;11001;Bogotá, D.C.;7834167
25;Cundinamarca;25099;Bojacá;11535
27;Chocó;27099;Bojayá;12428
19;Cauca;19100;Bolívar;37289
68;Santander;68101;Bolívar;11101
76;Valle del Cauca;76100;Bolívar;15798
20;Cesar;20060;Bosconia;44235
15;Boyacá;15104;Boyacá;5154
05;Antioquia;05107;Briceño;8246
15;Boyacá;15106;Briceño;2178
68;Santander;68001;Bucaramanga;614269
54;Norte de Santander;54109;Bucarasica;6704
76;Valle del Cauca;76109;Buenaventura;313508
15;Boyacá;15109;Buenavista;4427
23;Córdoba;23079;Buenavista;21626
63;Quindío;63111;Buenavista;3166
70;Sucre;70110;Buenavista;11117
19;Cauca;19110;Buenos Aires;32311
52;Nariño;52110;Buesaco;23909
76;Valle del Cauca;76113;Bugalagrande;24597
05;Antioquia;05113;Buriticá;9783
15;Boyacá;15114;Busbanzá;1161
25;Cundinamarca;25120;Cabrera;5263
68;Santander;68121;Cabrera;2043
50;Meta;50124;Cabuyaro;6243
94;Guainía;94886;Cacahual;908
05;Antioquia;05120;Cáceres;30833
25;Cundinamarca;25123;Cachipay;11128
54;Norte de Santander;54128;Cáchira;11351
54;Norte de Santander;54125;Cácota;2954
05;Antioquia;05125;Caicedo;8668
76;Valle del Cauca;76122;Caicedonia;28674
70;Sucre;70124;Caimito;16252
73;Tolima;73124;Cajamarca;18494
19;Cauca;19130;Cajibío;43183
25;Cundinamarca;25126;Cajicá;96678
13;Bolívar;13140;Calamar;23433
95;Guaviare;95015;Calamar;10282
63;Quindío;63130;Calarcá;75796
05;Antioquia;05129;Caldas;84734
15;Boyacá;15131;Caldas;3148
19;Cauca;19137;Caldono;42112
76;Valle del Cauca;76001;Cali;2264748
68;Santander;68132;California;2257
76;Valle del Cauca;76126;Calima;18364
19;Cauca;19142;Caloto;30457
05;Antioquia;05134;Campamento;9386
08;Atlántico;08137;Campo de La Cruz;23989
41;Huila;41132;Campoalegre;31614
15;Boyacá;15135;Campohermoso;3083
23;Córdoba;23090;Canalete;15563
05;Antioquia;05138;Cañasgordas;15793
08;Atlántico;08141;Candelaria;17506
76;Valle del Cauca;76130;Candelaria;94736
13;Bolívar;13160;Cantagallo;8824
25;Cundinamarca;25148;Caparrapí;13506
68;Santander;68147;Capitanejo;5540
25;Cundinamarca;25151;Cáqueza;18669
05;Antioquia;05142;Caracolí;4602
05;Antioquia;05145;Caramanta;4720
68;Santander;68152;Carcasí;4306
05;Antioquia;05147;Carepa;51947
73;Tolima;73148;Carmen de Apicalá;10479
25;Cundinamarca;25154;Carmen de Carupa;8255
27;Chocó;27150;Carmen del Darién;19671
05;Antioquia;05150;Carolina;4034
13;Bolívar;13001;Cartagena;1043926
18;Caquetá;18150;Cartagena del Chairá;31480
76;Valle del Cauca;76147;Cartago;138042
97;Vaupés;97161;Carurú;3349
73;Tolima;73152;Casabianca;6315
50;Meta;50150;Castilla la Nueva;16041
05;Antioquia;05154;Caucasia;96927
68;Santander;68160;Cepitá;2047
23;Córdoba;23162;Cereté;109299
15;Boyacá;15162;Cerinza;3732
68;Santander;68162;Cerrito;7010
47;Magdalena;47161;Cerro San Antonio;10093
27;Chocó;27160;Cértegui;5808
52;Nariño;52240;Chachagüí;15299
25;Cundinamarca;25168;Chaguaní;4537
70;Sucre;70230;Chalán;4667
85;Casanare;85015;Chámeza;2659
73;Tolima;73168;Chaparral;50889
68;Santander;68167;Charalá;12408
68;Santander;68169;Charta;2920
25;Cundinamarca;25175;Chía;155541
05;Antioquia;05172;Chigorodó;60775
23;Córdoba;23168;Chimá;18051
68;Santander;68176;Chima;2898
20;Cesar;20175;Chimichagua;36982
54;Norte de Santander;54172;Chinácota;19120
15;Boyacá;15172;Chinavita;3217
17;Caldas;17174;Chinchiná;52715
23;Córdoba;23182;Chinú;49092
25;Cundinamarca;25178;Chipaque;10457
68;Santander;68179;Chipatá;5149
15;Boyacá;15176;Chiquinquirá;58356
15;Boyacá;15232;Chíquiza;4778
20;Cesar;20178;Chiriguaná;30248
15;Boyacá;15180;Chiscas;3914
15;Boyacá;15183;Chita;7848
54;Norte de Santander;54174;Chitagá;12564
15;Boyacá;15185;Chitaraque;5906
15;Boyacá;15187;Chivatá;2854
47;Magdalena;47170;Chivolo;23751
15;Boyacá;15236;Chivor;2544
25;Cundinamarca;25181;Choachí;11986
25;Cundinamarca;25183;Chocontá;23163
13;Bolívar;13188;Cicuco;14513
47;Magdalena;47189;Ciénaga;126245
23;Córdoba;23189;Ciénaga de Oro;61016
15;Boyacá;15189;Ciénega;4688
68;Santander;68190;Cimitarra;34789
63;Quindío;63190;Circasia;29413
05;Antioquia;05190;Cisneros;10090
05;Antioquia;05101;Ciudad Bolívar;26721
13;Bolívar;13222;Clemencia;15681
05;Antioquia;05197;Cocorná;15063
73;Tolima;73200;Coello;8345
25;Cundinamarca;25200;Cogua;25404
41;Huila;41206;Colombia;7122
52;Nariño;52203;Colón;8314
86;Putumayo;86219;Colón;5606
70;Sucre;70204;Coloso;8852
15;Boyacá;15204;Cómbita;13377
05;Antioquia;05206;Concepción;4832
68;Santander;68207;Concepción;5821
05;Antioquia;05209;Concordia;22024
47;Magdalena;47205;Concordia;11401
27;Chocó;27205;Condoto;12467
68;Santander;68209;Confines;3330
52;Nariño;52207;Consacá;13735
52;Nariño;52210;Contadero;7234
68;Santander;68211;Contratación;3740
54;Norte de Santander;54206;Convención;19916
05;Antioquia;05212;Copacabana;83106
15;Boyacá;15212;Coper;3596
13;Bolívar;13212;Córdoba;16714
52;Nariño;52215;Córdoba;15474
63;Quindío;63212;Córdoba;5807
19;Cauca;19212;Corinto;25643
68;Santander;68217;Coromoro;5080
70;Sucre;70215;Corozal;71843
15;Boyacá;15215;Corrales;2563
25;Cundinamarca;25214;Cota;38469
23;Córdoba;23300;Cotorra;19712
15;Boyacá;15218;Covarachía;2721
70;Sucre;70221;Coveñas;19789
73;Tolima;73217;Coyaima;22553
81;Arauca;81220;Cravo Norte;4242
52;Nariño;52224;Cuaspud Carlosama;9198
15;Boyacá;15223;Cubará;10828
15;Boyacá;15224;Cucaita;3814
25;Cundinamarca;25224;Cucunubá;8585
54;Norte de Santander;54001;Cúcuta;787891
54;Norte de Santander;54223;Cucutilla;8591
15;Boyacá;15226;Cuítiva;1823
50;Meta;50226;Cumaral;23387
99;Vichada;99773;Cumaribo;79984
52;Nariño;52227;Cumbal;37032
52;Nariño;52233;Cumbitara;5767
73;Tolima;73226;Cunday;8395
18;Caquetá;18205;Curillo;7854
68;Santander;68229;Curití;13432
20;Cesar;20228;Curumaní;40491
05;Antioquia;05234;Dabeiba;23874
76;Valle del Cauca;76233;Dagua;49279
44;La Guajira;44090;Dibulla;43026
44;La Guajira;44098;Distracción;14572
73;Tolima;73236;Dolores;8208
05;Antioquia;05237;Donmatías;20018
66;Risaralda;66170;Dosquebradas;225554
15;Boyacá;15238;Duitama;127592
54;Norte de Santander;54239;Durania;4878
05;Antioquia;05240;Ebéjico;12322
76;Valle del Cauca;76243;El Águila;8608
05;Antioquia;05250;El Bagre;54681
47;Magdalena;47245;El Banco;70783
76;Valle del Cauca;76246;El Cairo;6541
50;Meta;50245;El Calvario;1666
27;Chocó;27135;El Cantón del San Pablo;6338
54;Norte de Santander;54245;El Carmen;14235
27;Chocó;27245;El Carmen de Atrato;8278
13;Bolívar;13244;El Carmen de Bolívar;73653
68;Santander;68235;El Carmen de Chucurí;22062
05;Antioquia;05148;El Carmen de Viboral;63564
50;Meta;50251;El Castillo;7469
76;Valle del Cauca;76248;El Cerrito;57441
52;Nariño;52250;El Charco;22549
15;Boyacá;15244;El Cocuy;4144
25;Cundinamarca;25245;El Colegio;27216
20;Cesar;20238;El Copey;32307
18;Caquetá;18247;El Doncello;19484
50;Meta;50270;El Dorado;4004
76;Valle del Cauca;76250;El Dovio;8662
91;Amazonas;91263;El Encanto;2093
15;Boyacá;15248;El Espino;3076
68;Santander;68245;El Guacamayo;2108
13;Bolívar;13248;El Guamo;9115
27;Chocó;27250;El Litoral del San Juan;23080
44;La Guajira;44110;El Molino;8059
20;Cesar;20250;El Paso;41715
18;Caquetá;18256;El Paujíl;18659
52;Nariño;52254;El Peñol;7442
13;Bolívar;13268;El Peñón;8194
25;Cundinamarca;25258;El Peñón;4979
68;Santander;68250;El Peñón;5568
47;Magdalena;47258;El Piñón;24457
68;Santander;68255;El Playón;14193
47;Magdalena;47268;El Retén;21379
95;Guaviare;95025;El Retorno;14010
70;Sucre;70233;El Roble;10585
25;Cundinamarca;25260;El Rosal;25757
52;Nariño;52256;El Rosario;12059
05;Antioquia;05697;El Santuario;37173
52;Nariño;52258;El Tablón de Gómez;14258
19;Cauca;19256;El Tambo;54198
52;Nariño;52260;El Tambo;13806
54;Norte de Santander;54250;El Tarra;22230
54;Norte de Santander;54261;El Zulia;29800
41;Huila;41244;Elías;4336
68;Santander;68264;Encino;2612
68;Santander;68266;Enciso;3483
05;Antioquia;05264;Entrerríos;11912
05;Antioquia;05266;Envigado;246003
73;Tolima;73268;Espinal;71221
25;Cundinamarca;25269;Facatativá;162205
73;Tolima;73270;Falan;7407
17;Caldas;17272;Filadelfia;11498
63;Quindío;63272;Filandia;12405
15;Boyacá;15272;Firavitoba;6851
73;Tolima;73275;Flandes;28700
18;Caquetá;18001;Florencia;174839
19;Cauca;19290;Florencia;5346
15;Boyacá;15276;Floresta;3254
68;Santander;68271;Florián;5651
76;Valle del Cauca;76275;Florida;58273
68;Santander;68276;Floridablanca;311365
25;Cundinamarca;25279;Fómeque;13311
44;La Guajira;44279;Fonseca;45558
81;Arauca;81300;Fortul;20629
25;Cundinamarca;25281;Fosca;6278
52;Nariño;52520;Francisco Pizarro;14155
05;Antioquia;05282;Fredonia;25138
73;Tolima;73283;Fresno;31278
05;Antioquia;05284;Frontino;21021
50;Meta;50287;Fuente de Oro;12491
47;Magdalena;47288;Fundación;71572
52;Nariño;52287;Funes;7133
25;Cundinamarca;25286;Funza;109281
25;Cundinamarca;25288;Fúquene;5418
25;Cundinamarca;25290;Fusagasugá;160296
25;Cundinamarca;25293;Gachalá;4580
25;Cundinamarca;25295;Gachancipá;20150
15;Boyacá;15293;Gachantivá;2798
25;Cundinamarca;25297;Gachetá;8878
68;Santander;68296;Galán;2923
08;Atlántico;08296;Galapa;68235
70;Sucre;70235;Galeras;23563
25;Cundinamarca;25299;Gama;3342
20;Cesar;20295;Gamarra;16194
68;Santander;68298;Gámbita;4057
15;Boyacá;15296;Gámeza;4885
15;Boyacá;15299;Garagoa;18455
41;Huila;41298;Garzón;74758
63;Quindío;63302;Génova;7536
41;Huila;41306;Gigante;24929
76;Valle del Cauca;76306;Ginebra;23174
05;Antioquia;05306;Giraldo;5839
25;Cundinamarca;25307;Girardot;114152
05;Antioquia;05308;Girardota;55294
68;Santander;68307;Girón;173841
05;Antioquia;05310;Gómez Plata;10075
20;Cesar;20310;González;4663
54;Norte de Santander;54313;Gramalote;7799
05;Antioquia;05313;Granada;9915
25;Cundinamarca;25312;Granada;8246
50;Meta;50313;Granada;71174
68;Santander;68318;Guaca;5974
15;Boyacá;15317;Guacamayas;1847
76;Valle del Cauca;76318;Guacarí;33759
19;Cauca;19300;Guachené;20180
25;Cundinamarca;25317;Guachetá;14807
52;Nariño;52317;Guachucal;19334
76;Valle del Cauca;76111;Guadalajara de Buga;129639
05;Antioquia;05315;Guadalupe;6768
41;Huila;41319;Guadalupe;18456
68;Santander;68320;Guadalupe;4517
25;Cundinamarca;25320;Guaduas;34531
52;Nariño;52320;Guaitarilla;11322
52;Nariño;52323;Gualmatán;7038
47;Magdalena;47318;Guamal;28346
50;Meta;50318;Guamal;14584
73;Tolima;73319;Guamo;32864
19;Cauca;19318;Guapi;27917
68;Santander;68322;Guapotá;2440
70;Sucre;70265;Guaranda;18861
05;Antioquia;05318;Guarne;59073
25;Cundinamarca;25322;Guasca;17607
05;Antioquia;05321;Guatapé;8844
25;Cundinamarca;25324;Guataquí;2882
25;Cundinamarca;25326;Guatavita;7082
15;Boyacá;15322;Guateque;10981
66;Risaralda;66318;Guática;12203
68;Santander;68324;Guavatá;4237
25;Cundinamarca;25328;Guayabal de Síquima;4931
25;Cundinamarca;25335;Guayabetal;7012
15;Boyacá;15325;Guayatá;3415
68;Santander;68327;Güepsa;5368
15;Boyacá;15332;Güicán de La Sierra;4331
25;Cundinamarca;25339;Gutiérrez;3709
54;Norte de Santander;54344;Hacarí;10748
13;Bolívar;13300;Hatillo de Loba;13204
68;Santander;68344;Hato;2396
85;Casanare;85125;Hato Corozal;12219
44;La Guajira;44378;Hatonuevo;22539
05;Antioquia;05347;Heliconia;5479
54;Norte de Santander;54347;Herrán;7426
73;Tolima;73347;Herveo;7233
05;Antioquia;05353;Hispania;5678
41;Huila;41349;Hobo;7448
73;Tolima;73349;Honda;24611
73;Tolima;73001;Ibagué;542724
73;Tolima;73352;Icononzo;11926
52;Nariño;52352;Iles;7630
52;Nariño;52354;Imués;7444
94;Guainía;94001;Inírida;34401
19;Cauca;19355;Inzá;29681
52;Nariño;52356;Ipiales;115810
41;Huila;41357;Íquira;9422
41;Huila;41359;Isnos;25935
27;Chocó;27361;Istmina;31055
05;Antioquia;05360;Itagüí;294551
05;Antioquia;05361;Ituango;28220
15;Boyacá;15362;Iza;2010
19;Cauca;19364;Jambaló;18720
76;Valle del Cauca;76364;Jamundí;168079
05;Antioquia;05364;Jardín;15060
15;Boyacá;15367;Jenesano;7390
05;Antioquia;05368;Jericó;13919
15;Boyacá;15368;Jericó;3917
25;Cundinamarca;25368;Jerusalén;2407
68;Santander;68368;Jesús María;3376
68;Santander;68370;Jordán;1351
08;Atlántico;08372;Juan de Acosta;23164
25;Cundinamarca;25372;Junín;6315
27;Chocó;27372;Juradó;6898
23;Córdoba;23350;La Apartada;15342
41;Huila;41378;La Argentina;13272
68;Santander;68377;La Belleza;6246
25;Cundinamarca;25377;La Calera;34224
15;Boyacá;15380;La Capilla;2710
05;Antioquia;05376;La Ceja;69399
66;Risaralda;66383;La Celia;7483
91;Amazonas;91405;La Chorrera;2978
52;Nariño;52378;La Cruz;18639
76;Valle del Cauca;76377;La Cumbre;16598
17;Caldas;17380;La Dorada;74655
54;Norte de Santander;54385;La Esperanza;12545
05;Antioquia;05380;La Estrella;76704
52;Nariño;52381;La Florida;9909
20;Cesar;20383;La Gloria;18831
94;Guainía;94885;La Guadalupe;298
20;Cesar;20400;La Jagua de Ibirico;52015
44;La Guajira;44420;La Jagua del Pilar;3921
52;Nariño;52385;La Llanada;6469
50;Meta;50350;La Macarena;28290
17;Caldas;17388;La Merced;5932
25;Cundinamarca;25386;La Mesa;37564
18;Caquetá;18410;La Montañita;14844
25;Cundinamarca;25394;La Palma;10200
20;Cesar;20621;La Paz;30218
68;Santander;68397;La Paz;4971
91;Amazonas;91407;La Pedrera;3978
25;Cundinamarca;25398;La Peña;6337
05;Antioquia;05390;La Pintada;8593
41;Huila;41396;La Plata;62904
54;Norte de Santander;54398;La Playa;8112
99;Vichada;99524;La Primavera;9743
85;Casanare;85136;La Salina;1382
19;Cauca;19392;La Sierra;10740
63;Quindío;63401;La Tebaida;35225
52;Nariño;52390;La Tola;7460
05;Antioquia;05400;La Unión;22742
52;Nariño;52399;La Unión;31744
70;Sucre;70400;La Unión;13176
76;Valle del Cauca;76400;La Unión;34685
